update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what,update/4/when,update/4/what,update/5/when,update/5/what
1137045267,ResourceException when moving to default package,1137120963,WorkbenchResource.testContentTypeProperty() logs non existing files,123584,1137138816,[Model] WorkbenchResource.testContentTypeProperty() logs non existing files,,,,,,
1136858198,"ToolBarManger displays wrong number of items, if pack() is not called",1137137377,"[Contributions] ToolBarManger displays wrong number of items, if pack() is not called",123205,,,,,,,,
1136898601,Memory leak in org.eclipse.jface.window.Window,1137137594,[JFace] Memory leak in org.eclipse.jface.window.Window,123296,,,,,,,,
1136910020,New wizard dialog is confusing,1137137658,[Wizards] New wizard dialog is confusing,123343,1152800212,[Wizards] New wizard dialog with filtered tree is confusing,,,,,,
1136912389,ConcurrentModificationException in DecorationScheduler,1137137738,[Decorators] ConcurrentModificationException in DecorationScheduler,123348,,,,,,,,
1136946132,NPEs from MarkerView in tests log,1137137761,[Markers] NPEs from MarkerView in tests log,123393,,,,,,,,
1136951026,Floating views are always on top,1137137814,[DetachedViews] Floating views are always on top,123400,,,,,,,,
1136957985,Fastview bar is vertically oriented in status bar after switch from 3.1.2 to 3.2,1137137830,[FastViews][DnD] Fastview bar is vertically oriented in status bar after switch from 3.1.2 to 3.2,123409,,,,,,,,
1136971974,NPE in MarkerView.getCurrentMarkers,1137137842,[Markers] NPE in MarkerView.getCurrentMarkers,123436,,,,,,,,
1136977611,Strange dots in table item labels,1137138072,[Viewers] Strange dots in table item labels,123466,,,,,,,,
1136370785,PageBookView's toolbar doesn't properly re-layout after page switching,1137138178,[WorkbenchParts] PageBookView's toolbar doesn't properly re-layout after page switching,122639,,,,,,,,
1136446802,Store size and position of ElementList/TreeSelectionDialog,1137138239,[Dialogs] Store size and position of ElementList/TreeSelectionDialog,122749,,,,,,,,
1136830555,NPE from JobInfo,1137138369,[Progress] NPE from JobInfo,123169,,,,,,,,
1136998463,"File Import Wizard - When scrolling through the ""From directory"" pop-up menu, the files in the file system are not refreshed on each change of a cached directory",1137138551,"[Import/Export] File Import Wizard - When scrolling through the ""From directory"" pop-up menu, the files in the file system are not refreshed on each change of a cached directory",123516,,,,,,,,
1137017097,Can not export eclipse preferences,1137138717,[Preferences] Can not export eclipse preferences,123544,,,,,,,,
1137038338,Switching between Workingsets doesn't work correctly,1137138772,[WorkingSets] Switching between Workingsets doesn't work correctly,123577,,,,,,,,
1137126286,FastView bar handle is only 1 to 3 pixels big,1137139232,[FastViews] FastView bar handle is only 1 to 3 pixels big,123742,,,,,,,,
1137127947,Import - next enabled after error and no changes,1137139257,[Import/Export] Import - next enabled after error and no changes,123744,,,,,,,,
1136990155,[Model] Use operation validation API for IDE actions,1137148951,[IDE] Use operation validation API for IDE actions,123496,,,,,,,,
1137161438,typo in AbstractSourceLookupDirector javaodoc,1137161673,typo in AbstractSourceLookupDirector javadoc,123820,,,,,,,,
1137154628,InterruptedExceptions being logged many times,1137163622,[Progress] InterruptedExceptions being logged many times,123800,,,,,,,,
1137150447,"'Maximize' state should be viewer, not folder-bound",1137164066,"[WorkbenchParts] 'Maximize' state should be viewer, not folder-bound",123789,1138981407,"[WorkbenchParts] 'Maximize' state should be view, not folder-bound",,,,,,
1137154571,CCE in ProblemMarker,1137164116,[Markers] CCE in ProblemMarker,123799,,,,,,,,
1137274809,Should DocumentEvent getText ever return null?,1137375968,[api] Should DocumentEvent getText ever return null?,123895,,,,,,,,
1137148527,"""Delete Next Word"" did not complete normally",1137379932,[typing] Hyperlink presenter must react to document changes,123783,,,,,,,,
1137397671,[Metadata] org.eclipse.ui.workbench build.xml broken,1137397930,[Metadata] org.eclipse.ui.workbench build.properties broken,123952,,,,,,,,
1137405979,[Markers] NPE in,1137405990,[Markers] NPE in,123977,1137406001,[Markers] NPE in ActionCopyMarker.setClipboard,,,,,,
1136945783,"[navigation] Quick Outline stays up after opening ""view"" menu",1137425330,"[PopupDialog] Quick Outline stays up after opening ""view"" menu",123392,,,,,,,,
1137441355,New null checks in ActionCommandMappingService breaks code that used to work,1137441479,[Commands] New null checks in ActionCommandMappingService breaks code that used to work,124063,1137448734,[Commands] errors: New null checks in ActionCommandMappingService breaks code that used to work,,,,,,
1137402112,Cancelling Compiler Error/Warning Settings still puts them in Effect,1137470213,Cancelling Compiler Error/Warning property page still puts them in effect,123965,1137483000,[Preferences] Cancelling Compiler Error/Warning property page still puts them in effect,,,,,,
1137479784,SubActionBars(IActionBars) was removed and needs to be resurrected,1137487943,[Contributions] SubActionBars(IActionBars) was removed and needs to be resurrected,124104,,,,,,,,
1137487473,Internal navigator package names don't follow conventions,1137489291,[CommonNavigator] Internal navigator package names don't follow conventions,124128,,,,,,,,
1137487757,Import of existing project into workspace does not close original file,1137489316,[Import/Export] Import of existing project into workspace does not close original file,124129,,,,,,,,
1137494352,NPE when opening manifest editor,1137494919,[Contributions] NPE when opening manifest editor,124150,,,,,,,,
1137482325,CellEditors do not allow empty strings to be displayed in table.,1137498498,[CellEditors] CellEditors do not allow empty strings to be displayed in table.,124111,,,,,,,,
1137496172,Warnings in log about Next/Previous Annotation action contributions,1137498529,[Contributions] Warnings in log about Next/Previous Annotation action contributions,124162,,,,,,,,
1137505342,[History] NPE when editing and saving files,1137505774,[History View] NPE when editing and saving files,124192,,,,,,,,
1137507428,hideView does not work on perspective deactivate callback,1137508580,[WorkbenchParts] hideView does not work on perspective deactivate callback,124200,,,,,,,,
1137507446,Additional baheviour for TreeSelection,1137508610,[Viewers] Additional baheviour for TreeSelection,124201,,,,,,,,
1137494805,Extra file system access in ResourceTextFileBuffer#commitFileBufferContent,1137551028,[implementation] Extra file system access in ResourceTextFileBuffer#commitFileBufferContent,124153,,,,,,,,
1137550558,Editor template generate wrong code,1137555913,[content assist] Editor template generate wrong code,124263,,,,,,,,
1137563781,"""Marker id: 1012046 not found"" in log",1137578945,"[MarkerView] ""Marker id: 1012046 not found"" in log",124281,,,,,,,,
1137577979,Job.join() silently fails when JobManager is suspended,1137589108,[jobs] Job.join() silently fails when JobManager is suspended,124314,,,,,,,,
1137586602,Keybindings often don't work,1137591438,[Commands] handlers: Keybindings often don't work,124342,,,,,,,,
1136931517,Enhancements to the data binding framework,1137596525,[DataBinding] Enhancements to the data binding framework,123375,,,,,,,,
1137677242,[EFS] Need file system support in linked resources,1137677253,[EFS] Need file system support in linked resources,124529,,,,,,,,
1137585495,StackOverflowError in Key preferences page with ui.tests,1137677794,[KeyBindings] StackOverflowError in Key preferences page with ui.tests,124340,,,,,,,,
1137612449,GC.drawText not as spec'd,1137686717,GC.drawText does not work when setAdvanced(true),124425,,,,,,,,
1137745454,Errors when starting build I0119-0800,1137747223,[Contributions] Errors when starting build I0119-0800,124644,1137748584,[Markers] Errors when starting build I0119-0800,,,,,,
1137692543,DetachedWindow should not use TabbedStackPresentation,1137747852,[Presentations] DetachedWindow should not use TabbedStackPresentation,124564,,,,,,,,
1137683272,FilteredTree refresh when filter is on,1137748082,[Viewers] FilteredTree refresh when filter is on,124545,,,,,,,,
1137724263,Exception in Quickfix wizard hangs workbench,1137748258,[Markers] Exception in Quickfix wizard hangs workbench,124606,,,,,,,,
1137727667,Enable quick fix in Problems View if marker resultion for multible selection,1137748283,[Markers] Enable quick fix in Problems View if marker resultion for multible selection,124614,1148886556,[Markers] Enable quick oblems View if marker resultion for multible selectionfix in Pr,,,,,,
1137748300,"Adding a view generate 3 ""marker"" errors",1137750248,"[Markers] Adding a view generate 3 ""marker"" errors",124650,,,,,,,,
1137749532,can't easily sort Problems view by severity,1137750418,[Markers] can't easily sort Problems view by severity,124655,,,,,,,,
1137749650,Several ui plug-ins have references to plugin and fragment.xml in build propertied,1137752180,Several ui plug-ins have references to plugin and fragment.xml in build properties,124656,,,,,,,,
1137758667,"Help search does not find string ""greaterOrEqual""",1137759336,"[Help] Help search does not find string ""greaterOrEqual""",124688,1138186518,[Help] Help search very unreliable,1138250068,[Help] Help search unreliable with non-english locale,,,,
1137871945,Tree does not have a native look on Linux,1137883047,Tree does not have a native look on Linux,124794,,,,,,,,
1137892298,Jar import wizard requires excessive amounts of heap space,1137896811,Invalid image causing out of memory error,124798,,,,,,,,
1137702633,popups going out of screen on special dual monitor layout,1137985431,[hovering] popups going out of screen on special dual monitor layout,124575,,,,,,,,
1137732515,Template Evaluation Error,1137990052,[templates] Template Evaluation Error,124623,,,,,,,,
1137751032,NPE in MarkerView,1138001489,[Markers] NPE in MarkerView.getCurrentMarkers,124665,,,,,,,,
1137753667,TextActionHandler's text actions do not work as expected,1138001597,[Commands] TextActionHandler's text actions do not work as expected,124673,1138009355,[Commands] handlers: TextActionHandler's text actions do not work as expected,,,,,,
1137898917,Wrong source packaging for com.ibm.icu,1138002172,[Metadata] Wrong source packaging for com.ibm.icu,124800,,,,,,,,
1138029519,[CommonNavigator] NPE in PluginDropAdapter.drop,1138029558,[CommonNavigator] [DnD] NPE in PluginDropAdapter.drop,124939,,,,,,,,
1138017782,Welcom/Overview view links fail due to missing css/swt.properties file,1138056817,Welcome/Overview view links fail due to missing css/swt.properties file,124897,,,,,,,,
1138047764,"standalone use of Jobs leave hanging threads, preventing VM from exiting normally",1138092796,"[jobs] standalone use of Jobs leave hanging threads, preventing VM from exiting normally",124968,,,,,,,,
1138039263,Usability problem with Next Editor dialog on Linux,1138095945,[Commands] handlers: Usability problem with Next Editor dialog on Linux,124959,,,,,,,,
1137513423,Investigate file copy using nio,1138098327,Implement file copy with FileChannel#transferTo,124209,,,,,,,,
1138099286,New trim drag affordances are awkward,1138099303,[DND] New trim drag affordances are awkward,125025,,,,,,,,
1138105401,[Commands] Global key bindings periodically not working,1138105494,[Commands] handlers: Global key bindings periodically not working,125044,,,,,,,,
1138105021,[Update] Moel update must handle outgoing changes whose contents match,1138110516,[Update] Model update must handle outgoing changes whose contents match,125040,,,,,,,,
1138012797,Dynamic Content features not working,1138124221,[Help] Dynamic Content features not working,124877,,,,,,,,
1138110995,Poor preference page layout,1138153303,[preferences] Poor preference page layout,125061,1138153354,[preferences] Allign fields in 'Text Editors' preference page,,,,,,
1138173213,Exceptions ignored when creating IViewerCreator,1138173579,Unexported package and exceptions ignored when creating IViewerCreator,125149,,,,,,,,
1138177551,ConcurrentModificationException from SlaveHandlerService closing workbench,1138178569,ConcurrentModificationException from SlaveHandlerService closing workbench,125155,1138182080,[Commands] handlers: ConcurrentModificationException from SlaveHandlerService closing workbench,,,,,,
1138172588,Deadlock on startup,1138182231,[WorkingSets] Deadlock on startup,125147,,,,,,,,
1138180707,Unable to deflate the .gz file,1138183067,Unable to deflate the .gz file,125167,,,,,,,,
1137423543,tool to generate update jars,1138202894,Update site and tooling to upgrade between I-Builds,124029,,,,,,,,
1138141357,Implement new methods on ProjectSetCapability,1138262585,[Remote] Implement new methods on ProjectSetCapability,125121,,,,,,,,
1138279005,An ant script without targets or default target is no recognized as an ant file,1138279024,An ant script without targets or default target is not recognized as an ant file,125367,1138282451,[patch] An ant script without targets or default target is not recognized as an ant file,,,,,,
1138252502,Another delta question,1138284205,OPEN flag is set when a project is moved,125313,,,,,,,,
1138336862,Add @since 3.2 to AbstractLineTracker,1138337756,[javadoc] Add @since 3.2 to AbstractLineTracker,125449,,,,,,,,
1138353099,Optimize ModelProvider traversal matching,1138353112,[Model Sync] Optimize ModelProvider traversal matching,125484,,,,,,,,
1138011626,"fieldassist: How to deal with CellEditors, DecoratedFields and ContentProposalAdapters?",1138364157,"fieldassist API: How to deal with CellEditors, DecoratedFields and ContentProposalAdapters?",124873,1138368912,"[FieldAssist] API: How to deal with CellEditors, DecoratedFields and ContentProposalAdapters?",1149682299,[FieldAssist] API: Direct rendering of field decorations without using a composite to reserve space,,,,
1138430123,Error - Exception Processing async thread queue,1138436307,Error - Exception Processing async thread queue,125610,,,,,,,,
1138596391,Platform.asLocal fails in N20060129-0010,1138597149,Platform.asLocal fails in N20060129-0010 and causes many test failures,125683,,,,,,,,
1138613251,Ctrl (or M1) + arrow keys no longer working in Java editor,1138613726,[KeyBindings] Ctrl (or M1) + arrow keys no longer working in Java editor,125703,1138620283,[Commands] handlers: Some handlers are not being registered in the Java editor,,,,,,
1138447064,Page down/up keys with multipage selection deselects and jumps to wrong place,1138616245,[navigation] Page down/up keys with >page selection deselects and jumps to wrong place,125626,,,,,,,,
1138617777,[Common Navigator] Content provider should load delegate in hasChildren,1138702519,[Common Navigator] CommonViewer should not override isExpandable,125717,,,,,,,,
1138649979,infinite loop in ParameterizedCommand.expandParameters(...),1138704418,[Commands] parameters: infinite loop in ParameterizedCommand.expandParameters(...),125792,,,,,,,,
1138614189,subtle change with AbstractTreeViewer#getSelection() and #setSelection(..),1138709283,[Viewers] subtle change with AbstractTreeViewer#getSelection() and #setSelection(..),125708,,,,,,,,
1138615273,Possible endless loop with cell editor and double click,1138709328,[CellEditors] Possible endless loop with cell editor and double click,125712,,,,,,,,
1138261836,Error message shown in the InputDialog is not fully visible,1138715599,[Dialogs] Error message shown in the InputDialog is not fully visible,125327,,,,,,,,
1138272532,error deleting task when focus is in a field,1138715628,[Markers] error deleting task when focus is in a field,125355,,,,,,,,
1138364695,WorkbenchWizardElement.java 's convertToResources() method doesn't consider ResourceMapping cases,1138720129,[Wizards] WorkbenchWizardElement.java 's convertToResources() method doesn't consider ResourceMapping cases,125521,1138869331,[EFS] [Wizards] WorkbenchWizardElement.java 's convertToResources() method doesn't consider ResourceMapping cases,,,,,,
1138365293,BuildUtilities.java's extractProjects() method does not consider ResourceMapping cases,1138720191,[IDE] BuildUtilities.java's extractProjects() method does not consider ResourceMapping cases,125526,,,,,,,,
1138371796,Invalid thread access on tree viewer results in NPE,1138720437,[Viewers] Invalid thread access on tree viewer results in NPE,125560,,,,,,,,
1138719668,java.lang.ClassCircularityError when class already loaded before createExecutableExtension(),1138722051,java.lang.ClassCircularityError when class already loaded before createExecutableExtension(),125920,,,,,,,,
1136679070,Ant source attachments incorrectly configured,1138746692,[patch] Ant source attachments incorrectly configured,123026,,,,,,,,
1138618494,Mark Occurrences (Toggle Mark Occurrences) should be available in the editor framework,1138761472,[navigation] Mark Occurrences (Toggle Mark Occurrences) should be available in the editor framework,125720,,,,,,,,
1138740174,weird labels,1138778061,weird labels,125968,,,,,,,,
1138445366,<unknown> value displayed in Variables view,1138783533,virtual tree returns null item in multi-selection from different branches,125621,,,,,,,,
1138793300,org.eclipse.IPartListener2,1138796017,[WorkbenchParts] org.eclipse.IPartListener2,126052,,,,,,,,
1138791827,Latest key binding changes break Quick view key bindings,1138801995,[Contexts] Latest key binding changes break Quick view key bindings,126044,,,,,,,,
1138173971,ErrorNotificationDialog does not open after user job finished,1138803527,{Progress] ErrorNotificationDialog does not open after user job finished,125150,,,,,,,,
1138855699,All menu shortcuts suddenly disappear,1138869136,[KeyBindings] misc: All menu shortcuts suddenly disappear,126162,,,,,,,,
1138345129,Finalize API,1138874691,[api][javadoc] Finalize API,125462,,,,,,,,
1137368851,SWT Javadoc: Some typos/minor errors,1138889756,[Patch] SWT Javadoc: Some typos/minor errors,123922,,,,,,,,
1138887031,Eclipse x86_64 with PyDev crash,1138891861,Eclipse x86_64 crashing when Opening swt dialog,126247,1141811063,[64] Eclipse x86_64 crashing when Opening swt dialog,,,,,,
1138858574,Screen-Cheese after Insert Line Above,1138939531,[misc] Screen-Cheese after Insert Line Above,126168,,,,,,,,
1138894930,Stack overflow if getElements returns the same object as inputElement,1138946204,[Viewers] Stack overflow if getElements returns the same object as inputElement,126276,,,,,,,,
1138941769,NPE with new History open and activating CVS Repositories view,1138956462,[History View] NPE with new History open and activating CVS Repositories view,126323,,,,,,,,
1138872508,WorkbenchPartReference and ISaveableModelSource,1138957801,[WorkbenchParts] WorkbenchPartReference and ISaveableModelSource,126195,,,,,,,,
1138975466,Key binding availability dependant on view focus,1138976361,[Commands] handlers: Key binding availability dependant on view focus,126404,,,,,,,,
1138890763,keybindings don't work for inspect/display/etc,1138984190,[Commands] handlers: Inspect doesn't work,126258,,,,,,,,
1138703362,double click in new history view opens compare editor,1139034749,[History] double click in new history view opens compare editor,125857,,,,,,,,
1138963955,Selecting line does not include carriage return,1139044725,[typing] Selecting line does not include carriage return,126365,1193102801,[rulers] Selecting line does not include carriage return,,,,,,
1139168678,[CommonNavigator] Support overriding an existing extension,1139170124,[CommonNavigator] Support overriding an existing extension,126508,,,,,,,,
1139201885,Syn view: Override and update broken,1139203067,Synchronize view: Override and update broken,126540,,,,,,,,
1138967071,Environment insensetive workspaces and links with relative path,1139216039,Environment insensitive workspaces and links with relative path,126374,,,,,,,,
1139212595,Eclipse probes internet when auto-update is disabled.,1139216251,Eclipse probes internet when auto-update is disabled.,126554,,,,,,,,
1139218870,Each opened Text and Java editor is leaked due to ProxyKeyBindingService,1139220594,[Commands] handlers: Each opened Text and Java editor is leaked due to ProxyKeyBindingService,126578,,,,,,,,
1138944758,getStyle() on org.eclipse.ui.forms.widgets does not include the non-OS styles,1139237268,[Forms] getStyle() on org.eclipse.ui.forms.widgets does not include the non-OS styles,126331,,,,,,,,
1139201490,Ctrl+F6 sometimes does not work,1139242175,[KeyBindings] Ctrl+F6 sometimes does not work,126538,,,,,,,,
1139284391,FileFieldEditor does not call doCheckState,1139300044,[Preferences] FileFieldEditor does not call doCheckState,126705,,,,,,,,
1138029168,wizard error message background is grey not white like other messages,1139300737,[Wizards] wizard error message background is grey not white like other messages,124937,,,,,,,,
1138161756,Linked resources: cannot extend variable,1139301181,[LinkedResources] cannot extend variable,125138,,,,,,,,
1138197240,Missing context help,1139301198,[Help] Missing context help,125234,,,,,,,,
1138611887,"Table reserves space for an icon in first column, even if no icons are used",1139301336,"[Viewers] Table reserves space for an icon in first column, even if no icons are used",125700,,,,,,,,
1139296264,Default Undo History Size is too small,1139304462,[preferences] Default Undo History Size is too small,126714,,,,,,,,
1139250814,NPE attempting to link resource,1139307557,[LinkedResources] NPE attempting to link resource,126668,,,,,,,,
1139230282,SerialVersion UID quick fix fails when resource is readonly or under ClearCase source control,1139307920,[Markers] SerialVersion UID quick fix fails when resource is readonly or under ClearCase source control,126619,,,,,,,,
1139242944,Eclipse 3.2M4's SelectionListenerAction's computeResources() method does not take ResourceMappings into consideration,1139307983,[EFS] Eclipse 3.2M4's SelectionListenerAction's computeResources() method does not take ResourceMappings into consideration,126654,,,,,,,,
1138872916,Problems view needs quick-filter button,1139308023,[Markers] Problems view needs quick-filter button,126196,,,,,,,,
1138872928,problems-view: entries not removable,1139308036,[Markers] problems-view: entries not removable,126197,,,,,,,,
1138954422,problems view: rebuild collapses all groups,1139308146,[Markers] problems view: rebuild collapses all groups,126341,,,,,,,,
1139308282,Revisit SequentialRewriteTextStore,1139308361,[implementation] Revisit SequentialRewriteTextStore,126742,,,,,,,,
1139288265,AIOOBE in MultiPassContentFormatter.formatSlaves,1139308437,[implementation] AIOOBE in MultiPassContentFormatter.formatSlaves,126707,,,,,,,,
1139213614,Microsoft Word files remain dirty after being saved in Eclipse,1139308530,[OLE] Microsoft Word files remain dirty after being saved in Eclipse,126557,,,,,,,,
1139217354,Duplicate javadoc in DecoratedField,1139308550,[Dialogs] Duplicate javadoc in DecoratedField,126569,1139313222,[FieldAssist] Duplicate javadoc in DecoratedField,,,,,,
1139218540,[api] StatusDialog should extend TrayDialog,1139308687,[Dialogs] StatusDialog should extend TrayDialog,126573,,,,,,,,
1139226617,Mixed BIDI paths not displayed properly in properties view/dialog,1139308711,[BiDi] Mixed BIDI paths not displayed properly in properties view/dialog,126608,,,,,,,,
1138746745,"""Problems"" pane can only show 100 problems",1139308743,"[Markers] ""Problems"" pane can only show 100 problems",125973,,,,,,,,
1139245592,3.2M4 org.eclipse.team.ui's plugin.xml's must be updated to enable Team > Share Project... for a  ResourceMapping project.,1139308821,Support Team>Share Project on ResourceMappings,126663,,,,,,,,
1138769658,Misleading error message in IntegerFieldEditor,1139308857,[Preferences] Misleading error message in IntegerFieldEditor,125995,,,,,,,,
1138782028,DefaultOperationHistory does not maintain linear undo in simple case,1139308940,[Undo] DefaultOperationHistory does not maintain linear undo in simple case,126009,,,,,,,,
1138785486,TreeViewer should accept null from ILabelProvider#getText(..),1139308975,[Viewers] TreeViewer should accept null from ILabelProvider#getText(..),126017,,,,,,,,
1138803452,Problems view filters are not actually filters,1139309051,[Markers] Problems view filters are not actually filters,126086,,,,,,,,
1138851461,[quick fix] Issues of multi quick fix dialog,1139309155,[Markers] Issues of multi quick fix dialog,126155,,,,,,,,
1139316580,[Model Sync] Not prompted to save when a page is replaced,1139316600,[Model Sync] Dirty sync paged replaced and changes lost,126771,,,,,,,,
1139320693,[TabbedProperties] +,1139320728,[TabbedProperties] NumberFormatException in article example's SizePropertySource.setPropertyValue,126791,,,,,,,,
1139317824,CreateProjectAction has always been deprecated,1139328871,[IDE] Removed deprecated project capabilities API and implementation,126779,,,,,,,,
1139305040,3.2M4 org.eclipse.compare     ReplaceWithEditionAction and CompareWithEditionAction objectContribution elements must be updated to handle ResourceMapping instead of IFile,1139369767,ReplaceWithEditionAction and CompareWithEditionAction objectContribution elements must be updated to handle ResourceMapping instead of IFile,126735,1152534542,[Mappings] ReplaceWithEditionAction and CompareWithEditionAction objectContribution elements must be updated to handle ResourceMapping instead of IFile,,,,,,
1139385114,ExpressionAuthority and HandlerAuthority cause huge performance degradation,1139386454,[Commands] handlers: ExpressionAuthority and HandlerAuthority cause huge performance degradation,126901,,,,,,,,
1139329221,[History View] Icon for Local History filter tollbar button,1139388672,[History View] Icon for Local History filter toolbar button,126823,,,,,,,,
1139405334,descriptionControl does not conform Accessibility Requirement,1139407559,[Forms] descriptionControl does not conform Accessibility Requirement,126959,,,,,,,,
1139444353,LocalSelectionTransfer should be supported on the JFace layer.,1139474228,[JFace] [DND] LocalSelectionTransfer should be supported on the JFace layer.,127029,,,,,,,,
1139478742,OSGi Services requires a seperate SDK feature,1139480982,OSGi Services requires a seperate SDK feature,127087,,,,,,,,
1139481614,Provide API to filter UA model elements,1139483494,[Help] Provide API to filter UA model elements,127099,,,,,,,,
1139489515,Cheatsheets: Need menu to select  Explorer for composite cheasheets,1139492002,Cheatsheets: Need menu to select  Explorer for composite cheasheets,127131,,,,,,,,
1139271351,3.2M4 org.eclipse.compare.internal.Utilities.java's  internalGetResources() method does not take ResourceMapping into consideration,1139499593,org.eclipse.compare.internal.Utilities.java's internalGetResources() method does not take ResourceMapping into consideration,126685,,,,,,,,
1136905491,[Undo] - Need better listener notifications when successful undo/redo cannot be redone/undone,1139508434,[Undo] - API BEHAVIOR - should always place a successfully undone/redone op on the redo/undo history,123316,,,,,,,,
1138357616,Scrolling in debug view and variable view sometimes erratic,1139577341,Pixel corruption when setSelection() called from within SWT.SetData,125499,,,,,,,,
1139499295,[History] Comments from Nick,1139581128,[History View] Comments from Nick,127162,,,,,,,,
1138894569,Create invisible structure for help system navigation,1139593623,[Help] Create invisible structure for help system navigation,126275,,,,,,,,
1139133242,[refactoring] rename does not update Ant script reference,1139595775,[refactoring] rename does not update Ant buildfile reference,126490,,,,,,,,
1139611127,NoSuchMethodError on rendererRenderProc prevents platform startup,1139611848,NoSuchMethodError on rendererRenderProc prevents platform startup,127362,,,,,,,,
1139756198,[jface.databinding] Model update is not consistent,1139797293,[DataBinding] Model update is not consistent,127404,,,,,,,,
1139579450,NPE importing from zip file,1139818338,[Wizards] NPE importing from zip file,127320,,,,,,,,
1139675507,NestedProperty new constructor,1139818489,[DataBinding] NestedProperty new constructor,127381,,,,,,,,
