update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what
1146049433,CDT,,,138676,,,,
1146081423,CDT,,,138807,,,,
1146126189,CDT,,,138914,,,,
1146130132,CDT,,,138954,,,,
1146137202,CDT,,,139010,,,,
1146157568,CDT,,,139094,,,,
1146221783,CDT,,,139236,,,,
1146241917,CDT,,,139323,,,,
1146473129,CDT,,,139507,,,,
1146554220,CDT,,,139663,,,,
1146554860,CDT,,,139667,,,,
1146573919,CDT,,,139797,,,,
1146629268,CDT,,,139908,,,,
1146635598,CDT,,,139920,,,,
1146649451,CDT,,,139988,,,,
1146744633,CDT,,,140211,,,,
1146798849,CDT,,,140317,,,,
1146835693,CDT,,,140424,,,,
1147173968,CDT,,,140854,,,,
1147235551,CDT,,,141001,,,,
1147341841,CDT,,,141334,,,,
1147422594,CDT,,,141541,,,,
1147931219,CDT,,,142470,,,,
1149221559,CDT,,,145032,,,,
1149501124,CDT,,,145365,,,,
1149510170,CDT,,,145403,,,,
1149598553,CDT,,,145602,,,,
1150070174,CDT,,,146510,,,,
1150097263,CDT,,,146562,,,,
1150186349,CDT,,,146830,,,,
1150187849,CDT,,,146834,,,,
1150213290,CDT,,,146923,,,,
1150277228,CDT,,,147070,,,,
1150359668,CDT,,,147296,,,,
1150497115,CDT,,,147567,,,,
1150700431,CDT,,,147713,,,,
1150804990,CDT,,,147910,,,,
1151066920,CDT,,,148435,,,,
1151067801,CDT,,,148436,,,,
1151068649,CDT,,,148439,,,,
1151690196,CDT,,,149348,,,,
1151889815,CDT,,,149428,,,,
1152234952,CDT,,,149950,,,,
1152416054,CDT,,,150088,,,,
1152831205,CDT,,,150598,,,,
1152846048,CDT,,,150624,,,,
1153217985,CDT,,,150972,,,,
1153218014,CDT,,,150973,,,,
1153929913,CDT,,,151926,,,,
1154530878,CDT,,,152666,,,,
1155003869,CDT,,,153042,,,,
1155796851,CDT,,,154208,,,,
1156422985,CDT,,,155088,,,,
1156756588,CDT,,,155403,,,,
1156942767,CDT,,,155726,,,,
1157127012,CDT,,,156013,,,,
1158077147,CDT,,,157113,,,,
1158378603,CDT,,,157563,,,,
1158665696,CDT,,,157870,,,,
1158747207,CDT,,,158018,,,,
1158810707,CDT,,,158121,,,,
1160452541,CDT,,,160281,,,,
1160965774,CDT,,,161015,,,,
1161701785,CDT,,,162143,,,,
1162433498,CDT,,,163183,,,,
1162617107,CDT,,,163431,,,,
1162893031,CDT,,,163672,,,,
1163057043,CDT,,,163945,,,,
1163679936,CDT,,,164848,,,,
1164029866,CDT,,,165204,,,,
1164030291,CDT,,,165205,,,,
1164561917,CDT,,,165869,,,,
1164615322,CDT,,,165915,,,,
1165838309,CDT,,,167459,,,,
1166105624,CDT,,,168113,,,,
1166671660,CDT,,,168832,,,,
1166695876,CDT,,,168860,,,,
1168676984,CDT,,,170386,,,,
1168913589,CDT,,,170590,,,,
1169010442,CDT,,,170748,,,,
1169111944,CDT,,,170921,,,,
1169183583,CDT,,,171030,,,,
1169222793,CDT,,,171106,,,,
1170033610,CDT,,,171976,,,,
1170088869,CDT,,,172078,,,,
1170233970,CDT,,,172319,,,,
1170243158,CDT,,,172340,,,,
1171069718,CDT,,,173733,,,,
1171426319,CDT,,,174142,,,,
1171867682,CDT,,,174618,,,,
1171973992,CDT,,,174824,,,,
1172113491,CDT,,,175087,,,,
1172129811,CDT,,,175112,,,,
1172158428,CDT,,,175198,,,,
1172183718,CDT,,,175222,,,,
1172196234,CDT,,,175227,,,,
1172207214,CDT,,,175249,,,,
1172346848,CDT,,,175433,,,,
1172467917,CDT,,,175504,,,,
1172494973,CDT,,,175581,,,,
1172545721,CDT,,,175662,,,,
1172576921,CDT,,,175722,,,,
1172651346,CDT,,,175836,,,,
1172742347,CDT,,,176040,,,,
1172742468,CDT,,,176042,,,,
1172810991,CDT,,,176160,,,,
1172849841,CDT,,,176246,,,,
1173189900,CDT,,,176526,,,,
1173204822,CDT,,,176544,,,,
1173545517,CDT,,,176906,,,,
1173697450,CDT,,,177011,,,,
1174039866,CDT,,,177768,,,,
1174316399,CDT,,,178130,,,,
1174320200,CDT,,,178144,,,,
1174392725,CDT,,,178341,,,,
1174394346,CDT,,,178348,,,,
1174480250,CDT,,,178609,,,,
1174516731,CDT,,,178716,,,,
1174544683,CDT,,,178765,,,,
1174563189,CDT,,,178828,,,,
1174760801,CDT,,,179169,,,,
1174853896,CDT,,,179221,,,,
1174854182,CDT,,,179223,,,,
1174999027,CDT,,,179585,,,,
1175004077,CDT,,,179608,,,,
1175069104,CDT,,,179732,,,,
1175174422,CDT,,,180064,,,,
1175257741,CDT,,,180266,,,,
1175262693,CDT,,,180286,,,,
1175485039,CDT,,,180453,,,,
1175485337,CDT,,,180455,,,,
1175689444,CDT,,,181022,,,,
1176011431,CDT,,,181520,,,,
1176171483,CDT,,,181714,,,,
1176348265,CDT,,,182098,,,,
1176365074,CDT,,,182135,,,,
1176371842,CDT,,,182157,,,,
1176375401,CDT,,,182173,,,,
1176389504,CDT,,,182224,,,,
1176444591,CDT,,,182309,,,,
1176637423,CDT,,,182465,,,,
1176813435,CDT,,,182806,,,,
1176820207,CDT,,,182821,,,,
1176868843,CDT,,,182911,,,,
1177426091,CDT,,,183863,,,,
1177493325,CDT,,,184037,,,,
1177643883,CDT,,,184390,,,,
1177666980,CDT,,,184462,,,,
1177681397,CDT,,,184509,,,,
1177932456,CDT,,,184745,,,,
1177934718,CDT,,,184756,,,,
1178003997,CDT,,,184849,,,,
1178075094,CDT,,,185044,,,,
1178088049,CDT,,,185091,,,,
1178090956,CDT,,,185104,,,,
1178243668,CDT,,,185497,,,,
1178404713,CDT,,,185670,,,,
1178487555,CDT,,,185710,,,,
1178587955,CDT,,,185909,,,,
1178656216,CDT,,,186065,,,,
1178671684,CDT,,,186078,,,,
1178761657,CDT,,,186306,,,,
1178794555,CDT,,,186412,,,,
1178798399,CDT,,,186422,,,,
1178862359,CDT,,,186545,,,,
1178879210,CDT,,,186596,,,,
1178884439,CDT,,,186619,,,,
1178911809,CDT,,,186665,,,,
1179142242,CDT,,,186839,,,,
1179236570,CDT,,,187092,,,,
1179240307,CDT,,,187121,,,,
1179303566,CDT,,,187269,,,,
1179404377,CDT,,,187634,,,,
1179659517,CDT,,,187997,,,,
1179660064,CDT,,,187999,,,,
1179666570,CDT,,,188002,,,,
1179715373,CDT,,,188048,,,,
1179741291,CDT,,,188114,,,,
1179745079,CDT,,,188134,,,,
1179788955,CDT,,,188211,,,,
1179842382,CDT,,,188455,,,,
1179980632,CDT,,,188866,,,,
1180000426,CDT,,,188963,,,,
1180057972,CDT,,,189090,,,,
1180073593,CDT,,,189125,,,,
1180074040,CDT,,,189127,,,,
1180133147,CDT,,,189277,,,,
1180207637,CDT,,,189301,,,,
1180208109,CDT,,,189302,,,,
1180208590,CDT,,,189303,,,,
1180294812,CDT,,,189333,,,,
1180463797,CDT,,,189808,,,,
1180509739,CDT,,,189912,,,,
1180525455,CDT,,,189980,,,,
1180595120,CDT,,,190203,,,,
1180933493,CDT,,,190779,,,,
1180970595,CDT,,,190902,,,,
1181204244,CDT,,,191485,,,,
1181213389,CDT,,,191519,,,,
1181282390,CDT,,,191686,,,,
1181308122,CDT,,,191761,,,,
1181548484,CDT,,,191963,,,,
1181552897,CDT,,,191984,,,,
1181710762,CDT,,,192403,,,,
1181716337,CDT,,,192423,,,,
1181792361,CDT,,,192617,,,,
1181797679,CDT,,,192637,,,,
1181882453,CDT,,,192838,,,,
1182215499,CDT,,,193267,,,,
1182225063,CDT,,,193284,,,,
1182234579,CDT,,,193311,,,,
1182419697,CDT,,,193768,,,,
1182421069,CDT,,,193777,,,,
1182506203,CDT,,,194003,,,,
1182575700,CDT,,,194087,,,,
1182741072,CDT,,,194173,,,,
1182941981,CDT,,,194641,,,,
1183015232,CDT,,,194757,,,,
1183019345,CDT,,,194779,,,,
1183056974,CDT,,,194871,,,,
1183244632,CDT,,,195036,,,,
1183360374,CDT,,,195129,,,,
1183362592,CDT,,,195134,,,,
1183369335,CDT,,,195151,,,,
1183374219,CDT,,,195160,,,,
1183511842,CDT,,,195341,,,,
1183639406,CDT,,,195572,,,,
1183913657,CDT,,,195778,,,,
1184070696,CDT,,,196048,,,,
1184213837,CDT,,,196284,,,,
1184250371,CDT,,,196376,,,,
1184336333,CDT,,,196501,,,,
1184459335,CDT,,,196559,,,,
1184672753,CDT,,,196852,,,,
1184823074,CDT,,,197118,,,,
1184825162,CDT,,,197121,,,,
1184839526,CDT,,,197163,,,,
1184854033,CDT,,,197196,,,,
1184917216,CDT,,,197296,,,,
1185280603,CDT,,,197685,,,,
1185287752,CDT,,,197715,,,,
1185430363,CDT,,,197949,,,,
1185439361,CDT,,,197973,,,,
1185516386,CDT,,,198092,,,,
1185535664,CDT,,,198137,,,,
1185805970,CDT,,,198323,,,,
1185935357,CDT,,,198490,,,,
1186050955,CDT,,,198708,,,,
1186541462,CDT,,,199222,,,,
1186556700,CDT,,,199245,,,,
1186628961,CDT,,,199379,,,,
1186632683,CDT,,,199387,,,,
1187054946,CDT,,,199835,,,,
1187306002,CDT,,,200298,,,,
1187695443,CDT,,,200710,,,,
1187754546,CDT,,,200790,,,,
1188377324,CDT,,,201579,,,,
1188982300,CDT,,,202281,,,,
1188985212,CDT,,,202286,,,,
1189168801,CDT,,,202677,,,,
1189416455,CDT,,,202805,,,,
1189566755,CDT,,,203045,,,,
1189573585,CDT,,,203054,,,,
1189590679,CDT,,,203092,,,,
1189667695,CDT,,,203258,,,,
1189671853,CDT,,,203269,,,,
1189753011,CDT,,,203434,,,,
1189975257,CDT,,,203550,,,,
1190094870,CDT,,,203743,,,,
1190135640,CDT,,,203896,,,,
1190149127,CDT,,,203912,,,,
1190295257,CDT,,,204178,,,,
1190475062,CDT,,,204365,,,,
1190622392,CDT,,,204456,,,,
1191226672,CDT,,,205055,,,,
1191492694,CDT,,,205460,,,,
1192446756,CDT,,,206357,,,,
1192455899,CDT,,,206372,,,,
1192459762,CDT,,,206380,,,,
1192761191,CDT,,,206862,,,,
1193217922,CDT,,,207315,,,,
1193304330,CDT,,,207470,,,,
1193673915,CDT,,,207851,,,,
1193754627,CDT,,,208102,,,,
1193883401,CDT,,,208360,,,,
1193898726,CDT,,,208385,,,,
1194263582,CDT,,,208790,,,,
1194584486,CDT,,,209324,,,,
1194862861,CDT,,,209513,,,,
1195044262,CDT,,,209847,,,,
1195233202,CDT,,,210161,,,,
1195475176,CDT,,,210277,,,,
1195575735,CDT,,,210461,,,,
1196791310,CDT,,,211935,,,,
1196952097,CDT,,,212194,,,,
1197250626,CDT,,,212373,,,,
1197345735,CDT,,,212515,,,,
1197368573,CDT,,,212595,,,,
1197368653,CDT,,,212596,,,,
1197449855,CDT,,,212760,,,,
1198078643,CDT,,,213531,,,,
1198727916,CDT,,,213920,,,,
1199038540,CDT,,,214029,,,,
1199341189,CDT,,,214218,,,,
1199418058,CDT,,,214319,,,,
1201163724,CDT,,,216443,,,,
1201610111,CDT,,,216945,,,,
1201663711,CDT,,,217055,,,,
1202806535,CDT,,,218629,,,,
1202980304,CDT,,,218954,,,,
1203088778,CDT,,,219174,,,,
1203302756,CDT,,,219295,,,,
1203522956,CDT,,,219684,,,,
1203598751,CDT,,,219840,,,,
1203649368,CDT,,,219922,,,,
1203660339,CDT,,,219935,,,,
1203935105,CDT,,,220223,,,,
1203937737,CDT,,,220233,,,,
1203966983,CDT,,,220308,,,,
1204177952,CDT,,,220727,,,,
1204179156,CDT,,,220731,,,,
1204189169,CDT,,,220749,,,,
1204214378,CDT,,,220838,,,,
1204260427,CDT,,,220911,,,,
1204291748,CDT,,,220989,,,,
1204291913,CDT,,,220990,,,,
1204781791,CDT,,,221644,,,,
1204799101,CDT,,,221682,,,,
1205160981,CDT,,,222112,,,,
1205182010,CDT,,,222154,,,,
1205205420,CDT,,,222179,,,,
1205303218,CDT,,,222390,,,,
1205385391,CDT,,,222539,,,,
1205396060,CDT,,,222562,,,,
1205402584,CDT,,,222585,,,,
1205479152,CDT,,,222738,,,,
1205480082,CDT,,,222742,,,,
1205802226,CDT,,,223044,,,,
1205816479,CDT,,,223059,,,,
1205818399,CDT,,,223062,,,,
1206437603,CDT,,,223832,,,,
1206507455,CDT,,,224063,,,,
1206544497,CDT,,,224191,,,,
1206547292,CDT,,,224203,,,,
1206594407,CDT,,,224326,,,,
1206783477,CDT,,,224768,,,,
1206786888,CDT,,,224769,,,,
1207293268,CDT,,,225733,,,,
1207734370,CDT,,,226310,,,,
1207778412,CDT,,,226419,,,,
1208136362,CDT,,,226874,,,,
1208964145,CDT,,,228527,,,,
1209633878,CDT,,,229793,,,,
1209637820,CDT,,,229809,,,,
1209706941,CDT,,,229934,,,,
1209738148,CDT,,,230029,,,,
1209954945,CDT,,,230159,,,,
1209956244,CDT,,,230161,,,,
1210052749,CDT,,,230374,,,,
1210304666,CDT,,,231272,,,,
1210853841,CDT,,,232373,,,,
1212153498,CDT,,,234921,,,,
1212162378,CDT,,,234946,,,,
1212166017,CDT,,,234961,,,,
1212394592,CDT,,,235141,,,,
1212396438,CDT,,,235150,,,,
1212423484,CDT,,,235235,,,,
1212477432,CDT,,,235318,,,,
1212477495,CDT,,,235321,,,,
1212478103,CDT,,,235327,,,,
1212481112,CDT,,,235345,,,,
1212481180,CDT,,,235347,,,,
1212481795,CDT,,,235349,,,,
1212582398,CDT,,,235666,,,,
1213122130,CDT,,,236556,,,,
1213181608,CDT,,,236679,,,,
1213386585,CDT,,,237176,,,,
1213677165,CDT,,,237448,,,,
1213766955,CDT,,,237611,,,,
1213956297,CDT,,,237956,,,,
1215257672,CDT,,,239687,,,,
1215986245,CDT,,,240616,,,,
1216186481,CDT,,,241072,,,,
1216238951,CDT,,,241178,,,,
1216665586,CDT,,,241602,,,,
1217227987,CDT,,,242227,,,,
1217323613,CDT,,,242403,,,,
1217334700,CDT,,,242454,,,,
1217665422,CDT,,,242955,,,,
1218501011,CDT,,,243839,,,,
1219567096,CDT,,,245037,,,,
1219578071,CDT,,,245045,,,,
1219743563,CDT,,,245264,,,,
1219746836,CDT,,,245276,,,,
1219934723,CDT,,,245589,,,,
1219994325,CDT,,,245692,,,,
1220072941,CDT,,,245764,,,,
1220443034,CDT,,,246119,,,,
1220956519,CDT,,,246758,,,,
1221109234,CDT,,,246992,,,,
1221481608,CDT,,,247326,,,,
1221734431,CDT,,,247849,,,,
1221747700,CDT,,,247888,,,,
1222339111,CDT,,,248622,,,,
1223122079,CDT,,,249685,,,,
1223282325,CDT,,,249795,,,,
1223454205,CDT,,,250096,,,,
1223906366,CDT,,,250686,,,,
1224162118,CDT,,,251124,,,,
1224265603,CDT,,,251296,,,,
1224385267,CDT,,,251316,,,,
1224797218,CDT,,,251962,,,,
1224815066,CDT,,,251972,,,,
1225442439,CDT,,,252969,,,,
1225841995,CDT,,,253865,,,,
1226044818,CDT,,,254592,,,,
1226376474,CDT,,,254849,,,,
1226515831,CDT,,,255125,,,,
1226570527,CDT,,,255207,,,,
1227013503,CDT,,,255694,,,,
1227567166,CDT,,,256374,,,,
1227957751,CDT,,,256976,,,,
1228096175,CDT,,,257021,,,,
1228230251,CDT,,,257267,,,,
1228946793,CDT,,,258385,,,,
1229581866,CDT,,,259242,,,,
1231767714,CDT,,,260771,,,,
1231906994,CDT,,,260991,,,,
1232034678,CDT,,,261277,,,,
1232297726,CDT,,,261435,,,,
1232519375,CDT,,,261804,,,,
1232550941,CDT,,,261913,,,,
1232631003,CDT,,,262070,,,,
1233236301,CDT,,,262956,,,,
1233425414,CDT,,,263155,,,,
1233515439,CDT,,,263194,,,,
1233893383,CDT,,,263924,,,,
1233919836,CDT,,,263977,,,,
1233936912,CDT,,,264010,,,,
1234244415,CDT,,,264330,,,,
1234431822,CDT,,,264704,,,,
1234435044,CDT,,,264715,,,,
1234512232,CDT,,,264841,,,,
1234550481,CDT,,,264919,,,,
1235037091,CDT,,,265472,,,,
1235046393,CDT,,,265501,,,,
1235138222,CDT,,,265698,,,,
1235629770,CDT,,,266287,,,,
1235630224,CDT,,,266288,,,,
1236716658,CDT,,,268001,,,,
1237207794,CDT,,,268840,,,,
1237210574,CDT,,,268850,,,,
1237288210,CDT,,,269023,,,,
1237350540,CDT,,,269148,,,,
1237426440,CDT,,,269313,,,,
1238151811,CDT,,,270289,,,,
1238166520,CDT,,,270326,,,,
1238468312,CDT,,,270568,,,,
1238572227,CDT,,,270772,,,,
1238963274,CDT,,,271264,,,,
1239008369,CDT,,,271327,,,,
1239145187,CDT,,,271550,,,,
1239816710,CDT,,,272416,,,,
1239927696,CDT,,,272637,,,,
1240043929,CDT,,,272802,,,,
1240218024,CDT,,,272912,,,,
1240374048,CDT,,,273224,,,,
1242073241,CDT,,,275773,,,,
1242496111,CDT,,,276604,,,,
1242621691,CDT,,,276688,,,,
1243913504,CDT,,,278744,,,,
1243956673,CDT,,,278874,,,,
1244191260,CDT,,,279268,,,,
1244638049,CDT,,,279844,,,,
1244995409,CDT,,,280209,,,,
1245636147,CDT,,,281042,,,,
1245736657,CDT,,,281205,,,,
1246204961,CDT,,,281786,,,,
1246292704,CDT,,,281926,,,,
1247040222,CDT,,,282854,,,,
1247051863,CDT,,,282894,,,,
1248257495,CDT,,,284295,,,,
1248405475,CDT,,,284549,,,,
1248756112,CDT,,,284843,,,,
1249071704,CDT,,,285347,,,,
1249072211,CDT,,,285348,,,,
1249072392,CDT,,,285349,,,,
1249303795,CDT,,,285482,,,,
1249487005,CDT,,,285792,,,,
1249546426,CDT,,,285877,,,,
1249840053,CDT,,,286080,,,,
1250057116,CDT,,,286384,,,,
1250601184,CDT,,,286974,,,,
1250626354,CDT,,,287001,,,,
1250671413,CDT,,,287080,,,,
1250677649,CDT,,,287098,,,,
1250809967,CDT,,,287262,,,,
1251372885,CDT,,,287853,,,,
1251463412,CDT,,,288005,,,,
1251539944,CDT,,,288032,,,,
1251558135,CDT,,,288036,,,,
1251715749,CDT,,,288156,,,,
1252329554,CDT,,,288775,,,,
1252615146,CDT,,,289169,,,,
1252992036,CDT,,,289448,,,,
1253086857,CDT,,,289608,,,,
1253509055,CDT,,,289986,,,,
1253536387,CDT,,,290051,,,,
1253802064,CDT,,,290455,,,,
1254934428,CDT,,,291690,,,,
1254986931,CDT,,,291737,,,,
1255049880,CDT,,,291869,,,,
1255062282,CDT,,,291886,,,,
1255288647,CDT,,,292003,,,,
1255288981,CDT,,,292005,,,,
1255292817,CDT,,,292007,,,,
1255554594,CDT,,,292339,,,,
1256720309,CDT,,,293572,,,,
1256731234,CDT,,,293598,,,,
1256819242,CDT,,,293704,,,,
1257872503,CDT,,,294822,,,,
1257930986,CDT,,,294878,,,,
1258122037,CDT,,,295117,,,,
1258136149,CDT,,,295148,,,,
1258383900,CDT,,,295290,,,,
1258527109,CDT,,,295436,,,,
1259394370,CDT,,,296404,,,,
1259410160,CDT,,,296406,,,,
1259678058,CDT,,,296622,,,,
1259900688,CDT,,,296904,,,,
1259936871,CDT,,,296966,,,,
1261600422,CDT,,,298490,,,,
1261653224,CDT,,,298509,,,,
1261831214,CDT,,,298540,,,,
1262025290,CDT,,,298590,,,,
1262597438,CDT,,,298758,,,,
1263284926,CDT,,,299368,,,,
1263628951,CDT,,,299846,,,,
1263671855,CDT,,,299857,,,,
1263674296,CDT,,,299858,,,,
1263856769,CDT,,,300016,,,,
1264170159,CDT,,,300554,,,,
1264853029,CDT,,,301338,,,,
1264967064,CDT,,,301373,,,,
1265119833,CDT,,,301592,,,,
1265600550,CDT,,,302109,,,,
1265701986,CDT,,,302269,,,,
1265965244,CDT,,,302720,,,,
1266663727,CDT,,,303410,,,,
1266668545,CDT,,,303412,,,,
1266683657,CDT,,,303416,,,,
1266707752,CDT,,,303422,,,,
1266806279,CDT,,,303463,,,,
1266855547,CDT,,,303560,,,,
1267084661,CDT,,,303900,,,,
1267175048,CDT,,,304033,,,,
1267739384,CDT,,,304773,,,,
1268327790,CDT,,,305610,,,,
1268413951,CDT,,,305748,,,,
1268736281,CDT,,,306032,,,,
1269423732,CDT,,,306945,,,,
1269601696,CDT,,,307210,,,,
1269782159,CDT,,,307312,,,,
1269917803,CDT,,,307496,,,,
1269932693,CDT,,,307520,,,,
1270482685,CDT,,,308124,,,,
1270625757,CDT,,,308322,,,,
1270798453,CDT,,,308640,,,,
1271257679,CDT,,,309225,,,,
1271534936,CDT,,,309579,,,,
1271647000,CDT,,,309641,,,,
1272897763,CDT,,,311429,,,,
1272988224,CDT,,,311637,,,,
1273745622,CDT,,,312812,,,,
1273811018,CDT,,,312885,,,,
1274168307,CDT,,,313350,,,,
1274258193,CDT,,,313531,,,,
1274516093,CDT,,,314015,,,,
1274562516,CDT,,,314032,,,,
1274768384,CDT,,,314253,,,,
1275271472,CDT,,,315036,,,,
1275303763,CDT,,,315117,,,,
1275383078,CDT,,,315237,,,,
1275385267,CDT,,,315243,,,,
1276072993,CDT,,,316310,,,,
1276522556,CDT,,,316816,,,,
1277556419,CDT,,,318093,,,,
1277863579,CDT,,,318419,,,,
1278541541,CDT,,,319206,,,,
1279872684,CDT,,,320723,,,,
1279893038,CDT,,,320765,,,,
1280317769,CDT,,,321160,,,,
