update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what,update/4/when,update/4/what
1157609715,overloaded methods and functions are not distinguished in the PDOM,1158045416,bindings identified by name in b-tree indexes (e.g. overloaded methods and functions are not distinguished in the PDOM),156504,,,,,,
1158155025,duplicate source filenames break error parser and breakpoint behavior,1158159980,duplicate source filenames break breakpoint behavior,157220,,,,,,
1161769298,Fast indexer stack overflow,1161943710,Indexer stack overflow with Windows SDK,162230,,,,,,
1161853222,Parser and folding confused,1162525834,Scanner skips line after #pragma when using unix line endings,162410,,,,,,
1163498044,Failure in AST,1163584918,ICPPASTTemplateId  should have isTemplateQualified,164482,,,,,,
1165931898,Exception on Preference Save,1165931948,Exception on Project Preference Save,167726,,,,,,
1165283619,"An internal error occurred during: ""C/C++ Indexer""",1165978595,PDOM Database: ArrayIndexOutOfBoundsException,166753,,,,,,
1163784788,Remaining parser exceptions,1166065247,Name resolution: unreproducable ClassCastException,165057,,,,,,
1168780114,GCC scanner raises an exception.,1168938812,scanner discovery raises an exception.,170406,1253169212,[Scanner Discovery] scanner discovery raises an exception.,,,,
1169432622,ICPPClassType getDeclaredFields() and getDeclaredMethods() return wrong data,1169461124,[Ambiguity]  constructor initializer vs function declarator,171189,,,,,,
1147756815,Auto-completion in include,1170227304,Completion of preprocessor directives,141970,,,,,,
1171719095,Content assist failure,1171869409,"""Open Declaration"" failure",174556,,,,,,
1171247197,source formatters do not work in .cpp files,1171877596,source formatter has problems with exception specifications,173837,,,,,,
1171969573,Anonymous types appear in content assist,1171970590,[Content Assist] Anonymous types appear in content assist,174809,,,,,,
1172119699,"[New build plugin] Project content copied to workspce, not linked",1172120081,"[New project model] Project content copied to workspce, not linked",175099,,,,,,
1172034932,[Scanner Discovery] Per file scanner discovery slowed down by getCanonicalPath,1172477140,[Scanner Discovery] Per file scanner discovery is broken with the New Project Model functionality,174936,,,,,,
1172544954,[Outline View] Show correct visibility of functions in C++,1172631347,[Index] Indexer fails to update changes to member visibility,175659,,,,,,
1172456975,[Parser] Need API to define C/C++ dialects,1172659403,[Parser] Need API to reuse parser for custom C/C++ dialects,175493,,,,,,
1174298894,Mock 3.3 - [English] Debug Preferences fail to load,1174300791,Mock33:[English] Debug Preferences fail to load,178070,,,,,,
1174283678,Include Browser doesn't except drag and drop the first time,1174316331,Include Browser doesn't accept drag and drop the first time,178029,,,,,,
1174756988,Define a new macro dialog is not functional,1174757086,"Build variables: ""Define a new macro"" dialog is not functional",179167,,,,,,
1174708191,CDT spawner code must match toolchain host,1174822763,Need cygwin-specific CDT spawner code,179150,,,,,,
1174807792,C/C++ editor RTL in mirrored Eclipse.,1174893616,BIDI3.3:HCG_  C/C++ editor RTL in mirrored Eclipse.,179186,,,,,,
1174807561,Hebrew chars not displayed in Variables view.,1174894149,BIDI3.3:HCG_  Hebrew chars not displayed in Variables view.,179185,,,,,,
1174808778,Console works wrong with UTF-8,1174894364,BIDI3.3:HCG_ Console works wrong with UTF-8,179188,,,,,,
1174968577,[Project Model] src-exclusion filters are not updated correctly,1174977850,src-exclusion filters are not updated correctly for project sub-folders/files,179474,,,,,,
1174632249,Workspace hangs on editing an annotated line,1175052792,Workspace hangs after typing . (period / full-stop) character,178976,,,,,,
1174919917,Infinite loop with incomplete string literals in macros,1175059454,[Scanner] Infinite loop with incomplete string literals in macros,179383,,,,,,
1175267948,Indexer regression from 3.1.2 to 4.0.0.M5,1175267971,Indexer regression from 3.1.2 to 4.0.0M5,180305,1175563828,[Index] handling static variables/functions defined in a header,,,,
1175616926,ICDIStackFrame.getStackFrames() has incorrect parameter names and documentation,1175617477,ICDIThread.getStackFrames() has incorrect parameter names and documentation,180819,,,,,,
1175782296,NPE parsing nested declarators,1175830595,NPE parsing reference to 'void (f)(char)',181305,,,,,,
1175829765,Team sharing UI should be improved,1175833726,Export team shared index UI should be improved,181391,,,,,,
1176171483,gcc tools chain's Includes directory is lost.,1176172391,"another bug about ""Gcc user define Includes directories""",181714,,,,,,
1176364408,New support in 3.1.2 for absolute paths in source container breaks other feature,1176367097,New support in 3.1.x/4.0 for absolute paths in source container breaks other feature,182133,,,,,,
1176401255,Modal Properties for .... cannot be closed or canceled,1176415989,[Commands] Modal Properties for .... cannot be closed or canceled,182247,,,,,,
1152732388,Open Type causes NullPointerException,1176444600,NPE in ToggleBreakPointAdapter,150471,,,,,,
1176632714,"[Project model, build, UI ?] Source inclusion/exclusion bugs and more tests needed",1176703871,Source inclusion/exclusion bugs and more tests needed,182462,,,,,,
1176636752,include path with spaces,1176773568,[Bindings] ClassCastException in plain C name resolution,182464,,,,,,
1176748249,Build Console image was outdated,1176878626,[patch] Build Console image was outdated,182655,,,,,,
1176745008,Navigation arrow for tutorials sometimes hidden by window size,1176878659,[patch] Navigation arrow for tutorials sometimes hidden by window size,182649,,,,,,
1176939579,Need hex variants of ICDI<>Value interfaces,1177052354,CDT debugger assumes natural format for integral values is decimal,183108,,,,,,
1176375401,Includes entries only show up on Per Language scope,1177362756,Per file scanner discovery isn't reflected in ICLanguageSetting,182173,,,,,,
1176278085,[Index] support function pointer types,1177407829,[Index] support function types,181936,,,,,,
1177426091,Two projects with no references or dependencies prevent saving files in 1st during background build in 2nd,1177466080,Makefile generation is switched on for the target build in case of the managed build capable builder is being used for the configuration,183863,,,,,,
1147931219,Project -> Project Build does not invoke make when no resources have changed,1177638556,[Old Std Make] Project -> Project Build does not invoke make when no resources have changed,142470,,,,,,
1177699084,wrong wrong syntax coloring,1178072430,[Editor] Highlight only valid preprocessor directives,184545,,,,,,
1177667820,Race condition in CProjectDescriptionManager sometimes causes CoreModel to return a null ICProjectDescription,1178262752,UI Jobs refer to deleted projects in the ui tests,184466,,,,,,
1178194291,PDOMCPPClassType.find(String) is broken.,1178263163,IScope.find(String) java-doc needs some clarification,185408,,,,,,
1176775511,[Editor] Force reconcile upon activation in case of relevant changes,1178599257,[Editor] Force reconcile in case of relevant changes,182700,,,,,,
1178483564,Ouline don't work for C files(*.c)  in C++ project,1178677511,[Editor] Empty outline when editor is reused,185709,,,,,,
1175512539,C Style messed up,1178682838,[Formatter] Column indentation does not work as expected,180517,,,,,,
1178671684,"Make targets in ""Make Targets""",1178739059,"Targets from ""Make Targets""view do not use ""Builder Settings"" for making",186078,,,,,,
1178798399,"Building project created from ANSI C Hello World template results in ""nothing to build""",1178798888,"[Template Engine] Building project created from ANSI C Hello World template results in ""nothing to build""",186422,1178798948,[Template Engine] ANSI C Hello World template generates C++ files and not C,,,,
1179087647,CDT RC 1 do bad folding,1179117097,Folding enablement does not always work reliable in CDT RC1,186729,,,,,,
1179125500,build settings problem when specifying a user build command,1179126021,CDT4.0 M7/RC1: build settings problem when specifying a user build command,186776,,,,,,
1179129535,instanceof checks in model builder can lead to ClassCastExceptions,1179136442,instanceof checks in model builder causes template parameters to be lost in template declarations,186787,,,,,,
1178775622,Indexer starts to early when creating a new project,1179217372,[New Project Wizard] Advanced Settings creates project,186336,1179717026,[New Project Wizard] Advanced Settings kicks off indexer,,,,
1179222695,TVT33:TCT174: pl: Dialog window too narrow/cannot resize,1179227749,"TVT33:TCT174: pl: ""Add Watch Expression"" dialog window too narrow/cannot resize",187037,,,,,,
1179225851,TVT33:TCT181: translated strings truncated,1179227832,TVT33:TCT181: Signal view column headings truncated,187048,,,,,,
1139979729,"""open definition"" chooses first matching method even in wrong class",1179288558,[Open Declaration] failure with std::vector and operator[],127997,,,,,,
1179315887,TVT33:TCT231: NL: Screen in English,1179316213,TVT33:TCT231: NL: Template Default Values preferences UI not externalized,187331,,,,,,
1179317753,TVT33:TCT239: pl: 'Select variables' - please help findthe string,1179319089,TVT33:TCT239: pl: 'Select variables' dialog title not externalized,187338,,,,,,
1179250893,TVT33:TCT196: cs : Truncated text,1179325089,"TVT33:TCT196: cs : ""Use Default"" checkbox truncated in Run Config dialog Argument tab",187150,,,,,,
1179303561,TVT33:TCT227: translated string truncated,1179337570,TVT33:TCT227: translated string truncated for New Code Style dialog,187268,,,,,,
1179331948,TVT33:TCT259: cs : Truncated text,1179341169,TVT33:TCT259: cs : Truncated text - Project Language Mappings properties description,187408,,,,,,
1179333829,TVT33:TCT230: ar: 13.003080 Truncated text in error message,1179343389,TVT33:TCT230: ar: 13.003080 Truncated text in error message in Hovers preference,187414,,,,,,
1179333917,TVT33:TCT238: Truncation error,1179343527,TVT33:TCT238: Truncation error in Language Mappings file properties,187416,,,,,,
1179335611,TVT33:TCT236: translated string truncated,1179343588,TVT33:TCT236: translated string truncated in Content Assist preference page,187423,,,,,,
1179384403,TVT33:TCT240: ko: wrong sentece order,1179384695,TVT33:TCT240: ko: wrong sentence order in New Project Wizard pref page,187526,,,,,,
1179415123,TVT33:TCT283: ar: 13.003510 Parenthesis incorreclty displayed,1179415325,TVT33:TCT283: ar: 13.003510 Parenthesis incorreclty displayed in Environment pref page,187688,,,,,,
1179491479,cheatsheets defined in cdt.doc.user/plugin.xml are not defined,1179491503,cheatsheets defined in cdt.doc.user/plugin.xml are not found,187881,,,,,,
1179236570,Build output directory not created when pre-build step is run,1179731566,[Internal Builder] Build output directory not created when pre-build step is run,187092,,,,,,
1179931968,Reverse tab order in Makefile Project preference page,1179932176,[Accessibility] Reverse tab order in Makefile Project preference page,188775,,,,,,
1179930495,Inconsistent button state in Makefile Project preferences page,1179932276,[Accessibility] Inconsistent button state in Makefile Project preferences page,188767,,,,,,
1174853896,Release config ends up being default,1179990161,First config in the manifest file should become active on project creation,179221,,,,,,
1179930119,A couple of NPE's when no default settings config for old project descriptor,1179995300,It should NOT be possible to apply the CProjectDescription with no configurations,188764,1181203081,"make it posible to apply the ""isCDTProjectCreating"" ICProjectDescription with no configurations",,,,
1180344571,[CVariableLabelProvider] must extend VariableLabelProvider,1180407963,Variables view doesn't show changes,189458,,,,,,
1180606477,TVT33:TCT265: cs : Functional:Unclear button label,1180616648,TVT33:TCT265: cs : Path and Symbols properties page (References tab): Unclear button label,190258,,,,,,
1180909561,[F3] fails on arguments to style typedef for user data type.,1181020011,[F3] fails on arguments to style typedef for anonymous data type.,190730,,,,,,
1177411826,[Binary Parser] does not parse,1181131767,[Binary Parser] different binaries of the same name are not treatted propely,183825,,,,,,
1181278465,Source navigation issues with read only pdom,1181301947,Source navigation issues with mixed C/C++ projects,191679,1201174211,Cannot create SDK supporting C and C++ at the same time,,,,
1181388491,Indentation issues,1181471084,[Formater]Indentation issues,191823,1181700742,[Indent] Indentation issues with shift right operator,,,,
1181072495,Type Hierarchy tab for C++ classes does not work in certain *.h files.,1181528402,[Type Hierarchy] empty members tab for non-indexed classes,191151,,,,,,
1179181027,Run to Line should be passing absolute path to CDI client,1181639248,Run to Line and Resume At Line should be passing absolute path to CDI client,186929,,,,,,
1181628300,Infinate Loop in CVisitor.findBinding,1181717437,Infinite Loop in CVisitor.findBinding,192165,,,,,,
1181712685,Sporadic crash in per f ile scanner discover,1181727526,Sporadic NPE in per f ile scanner discover,192406,,,,,,
1181716337,IllegalArgumentException in ManageConfigDialog.updateData,1181812923,Project conversion should NOT occur in case the tool-chain definition is not installed,192423,,,,,,
1181837247,GNU C++ and C standards need to be different,1181868399,[Formatter] GNU C++ and C standards need to be different,192764,1204193540,[Formatter] Improve GNU coding style compliance,,,,
1181817036,Include nodes are point to wrong projects with linked folders,1181876176,Include nodes point to wrong projects with linked folders,192707,,,,,,
1181814028,[C99 parser] NPE in task parser when TODO at end of empty include,1181899475,[C99 parser] offsets on comment token incorrect when on same line as #include,192698,,,,,,
1181853158,[Ctr+Space] tell me what i don't know such {myfile.h:2053} for typedef,1182133068,[Content Assist] proposal shows anonymous type of a parameter,192787,,,,,,
1181713930,[Indent - Formatter] Indentation - format issues,1182139323,[Indent - Formatter] Improve indenter heuristics,192412,1182219860,[Indenter] Improve indenter heuristics,,,,
1182304062,No auto activation when typing >,1182306541,Disable auto activation when typing only >,193466,,,,,,
1182324315,NPE in PDOMNodeLinkedList.accept,1182390703,[Index] Unprotected read-operations can corrupt the index,193505,,,,,,
1182420894,[Debug/MI] Error displaying array variable when switching stack frame,1182426755,Error displaying array variable when switching stack frame,193776,,,,,,
1141206310,trigger completion after (,1182479735,[Content Assist] should respect existing parenthesis,129962,,,,,,
1179168080,TVT33:TCT166: ar: 13.001370 Text needs to be right aligned,1182504311,C Compare editor should always be LEFT_TO_RIGHT,186908,,,,,,
1182506203,"Build all configurations does, but doesn't",1182506897,[Internal Builder] Does not properly support multiple configuration builds,194003,,,,,,
1182444828,Folders appear twice after a fresh build,1182764950,Only binaries appear in non-source folders,193843,,,,,,
1182928807,[formatter] problems formatting files with unix line endings,1183003272,[formatter] deleting whitespaces between words while formatting,194603,,,,,,
1183729431,Content of namespace std largely missed by parser,1183973893,[Parser] failure parsing attributes of namespaces.,195701,,,,,,
1184027011,C/C++ Code Style,1184033263,[Formatter] for with empty expression causes confusion,195942,,,,,,
1183965201,function pointer typedefs are not in index for C++.,1184036278,[Navigation] failures to navigate within modified editor buffers,195822,,,,,,
1182831671,Better compiler detection for scanner discovery,1184663651,[Scanner Discovery] Problems detecting the compile command,194394,,,,,,
1184924079,PDOM fails with ArrayIndexOutOfBoundsException when one project references another,1185158776,[Indexer] Full Indexer with dependent projects corrupts the index.,197311,,,,,,
1184825945,convert C/C++ Projects wizard is not operational,1185340366,[Usability] convert C/C++ Projects wizard should display some message explainung what projects could be converted,197124,1287745997,[Usability] convert C/C++ Projects wizard should display some message explaining what projects could be converted,,,,
1185178719,[Project Model] cannot set exclusion filter on ICSourceEntry,1185355182,[Project Model] cannot set exclusion filter on ICSourceEntry for old-style projects,197486,,,,,,
1185415977,[Scanner Discovery] Compiler command not extracted correctly,1185431545,[Scanner Discovery] handling of if-statements,197930,,,,,,
1185258024,Invalid syntax error with variadic macro,1185434798,[Scanner] Invalid syntax error with variadic macro,197633,,,,,,
1184562450,"internal error occurred during: ""FetchJob""",1185505613,[Binary Parser] NPE obtaining symbol reader,196626,,,,,,
1186622404,Indexer dont index workspace included directories,1186721824,[Outline View] empty for headers in project on include path outside of src folder,199369,,,,,,
1187756394,Content assist failing in C,1187764517,[Content Asssit] proposals for deleted or renamed fields in C,200796,,,,,,
1187770577,Incorrect replacement of string literals in macro expansion,1187849270,[Scanner] invalid macro expansion inside of string literals,200830,,,,,,
1188400258,Problem with Configuration name in Makefile Project,1188401575,Problem with Configuration management in Makefile Project,201653,,,,,,
1188879910,Problem with nested type name autocompletion,1188885323,[Content Assist] Problem with nested type name autocompletion,202143,,,,,,
1188349744,trailing spaces before parenthesis,1188896415,[formatter] trailing spaces before parenthesis,201509,,,,,,
1188349461,do/while formatting,1188896432,[formatter] do/while formatting,201507,,,,,,
1188976941,refactor/rename a static C++ member defined in a namespace,1189068574,[Bindings] ClassCastException in case of a name clash,202271,,,,,,
1189416455,Custom generated Makefile is not called,1189416970,custom IManagedBuilderMakefileGenerator.getBuildWorkingDir() is nor called,202805,,,,,,
1189438516,Error-parser panel's heck/uncheck do not actually change underlying state,1189438534,Error-parser panel's check/uncheck do not actually change underlying state,202853,,,,,,
1189415816,DVT33:TCT754: DVT33: PL: Invalid cdt_debug_run01.png image,1189495845,DVT33:TCT754: PL: Invalid cdt_debug_run01.png image,202803,,,,,,
1189578334,[Scanner Discovery] Compiler commands within a sh -c '...' are ignored,1189579445,[Scanner Discovery] Compiler commands within sh -c '...' are ignored,203059,,,,,,
1190132267,c++ indexer fails on file changed by custom make script,1190973474,[Index] somehow the index gets corrupted,203895,,,,,,
1190717804,Odd indentation effect with access specifiers and class members,1191298643,[Formatter] Odd indentation effect with access specifiers and class members,204575,,,,,,
1190849560,unknown param-info such enum{gtype.h:10333} in function prototype,1191312147,[Content Assist C] proposal shows anonymous type of a param,204758,,,,,,
1190932777,Include browser might keep old database which had not found a inclusion  on incompleted include path properties  of the C/C++ project,1191312623,[Indexer] index is not updated when configuration changes,204885,,,,,,
1190357214,NPE in CReconciler,1191313412,[ASTLocation] NPE in CReconciler,204266,,,,,,
1189615715,Indexer missing first function declaration in header file,1191315846,[Index] Member name cannot be added before container name,203170,,,,,,
1140976272,"Scanner doesn't understand ""List of directories"" macros in include paths",1191967478,Build variables of type Path List not handled by indexer if used to specify include dirs,129507,,,,,,
1192635882,Syntax highlighter gets confused with <>,1192668247,Bracket matcher gets confused with <>,206694,,,,,,
1192709470,Bat formatting when using the auto-format tools,1192756329,[formatter] Bad formatting with nested template parameters,206801,,,,,,
1192663714,Class does not get added in specific case.,1192785374,New Class Wizard does not handle paths properly on case insensitive filesystems,206705,,,,,,
1193838752,[Indexer] Problems browsing with macros used as paramaters and multiline macro definitions,1194251885,[Indexer] Open declaration fails in function-style macro argument context,208300,,,,,,
1193678395,[Indexer],1194853186,[Indexer] Cannot F3 to functions that take templates as parameters,207871,,,,,,
1173112169,compatiable issues with GCC c preprocessor,1195024302,[Parser] syntax error parsing a prototype with multiple attributes,176427,,,,,,
1137482538,CDT scanners incorrectly handle backslash-newline line splicing,1195025032,Partition Scanner incorrectly handles line splicing,124113,,,,,,
1195517290,preprocessor expression evaluation confused by token pasting,1195542730,[DOMScanner] expression evaluation confused by token pasting,210344,,,,,,
1195557046,[Editor] indentation of braces in typedoes not work in non-empty file,1195722067,[Editor] indentation of braces in type does not work in non-empty file,210417,,,,,,
1176948596,"Parser doesn't work with embedded extern ""C"" specifications",1196164917,"[Parser] resolution doesn't work for nested extern ""C"" specifications",183126,,,,,,
1196835797,Outline does only work on the current file when starting eclipse: PDOMNotImplementedError,1196838529,[Index]: PDOMNotImplementedError using macros,211986,,,,,,
1196147511,Find declaration: inconsistent behavior with linked resources.,1197007284,[Index] problems handling multiple IResources per file,211056,,,,,,
1196181158,File types and extension case inconsistency,1197007918,[Project] no scanner info for (uppercase) *.CPP files,211142,,,,,,
1196672035,[Code Browser] F3 fails with function-style initializers.,1197016178,[Parser] ambiguity of function-style initializer resolved to function,211756,,,,,,
1195547260,[Index] optimization: string encoding,1197518058,[Index] size optimization,210392,,,,,,
1197538691,[C99 parser] remove old c99 parser from 5.0 stream,1197543422,[C99 parser] remove old c99 parser from build,212890,,,,,,
1157702195,PDom: need to know if a variable reference is a write or a read,1197624554,[Call Hierarchy] show read/write access for variables.,156692,,,,,,
1197950678,Exceptions in plain-c name resolution,1197952621,Exceptions when parsing plain-c,213287,,,,,,
1199282134,Typedef in .cc file has global scope,1199282210,Typedef in a .cc file affects other .cc files,214146,,,,,,
1199418058,Clock skew during bluid,1199418108,Clock skew during build,214319,,,,,,
1198727916,"cygwin path resolver does not work for ""locked"" registry nin windows",1200448502,"cygwin path resolver does not work for ""locked"" registry in windows",213920,,,,,,
1195523301,Running a pluglet rebuilds the C++ projects in workspace,1200877408,CDT Common builder does not handle IncrementalProjectBuilder.INCREMENTAL_BUILD as required,210349,,,,,,
1195645638,Modules view details pane does not support alternative debug models.,1201625361,Migrate CDT to use new platform Modules view.,210558,,,,,,
1201610111,GCCPerFileBOPConsoleParser doesn't handle linked resources correctly,1201668663,GCCPerFileBOPConsoleParser doesn't handle symbolic links correctly,216945,,,,,,
1202132858,Binary files do not opened in the binary editor,1202201163,Binary files do not open in the binary editor,217727,,,,,,
1198116546,Fast indexer gives no indication as to why it failed to find a reference,1202964487,Improve Indexer diagnostics,213561,,,,,,
1203598751,potential ClassCastException in ManagedBuildManage,1203598770,potential ClassCastException in ManagedBuildManager,219840,,,,,,
1204086117,[Common Navigator] Show In support is broken,1204174433,[Common Navigator] Show In support does not work,220529,,,,,,
1204578462,"Conflicting key binding for ""Shift Left""",1204613755,"Conflicting mnemonic for ""Shift Left""",221255,1204769564,"Assign key binding to ""Shift Left""",,,,
1193668211,[Indexer] Problems with tempate declaration navigation and problem coloring,1204698031,[Templates] Class tempate instanciation marked as problem,207840,,,,,,
1200723631,Inactive code highlighting isn't in accordance with content-assit.,1204867935,Inactive code highlighting isn't in accordance with content-assist.,215884,,,,,,
1205182010,Replaced trademark symbol with (R) in managedbuilder.xlc.ui,1205182210,Replace trademark symbol with (R) in managedbuilder.xlc.ui,222154,,,,,,
1206355688,To rigid detection of binary files,1206355711,Too rigid detection of binary files,223669,,,,,,
1206355727,BIDI3.4:CDT Misplaced parenthesis in the Debug view,1206437153,BIDI3.4:CDT Misplaced parenthesis in the New Project Creation Wizard,223670,,,,,,
1206354303,no parameter help for constructors (when allocating on stack),1206690730,[Content Assist] no parameter help for constructors (when allocating on stack),223660,,,,,,
1206607714,indexed conversion operators are not used in implicit conversions,1207221075,conversion operators are not always used in implicit conversions,224364,,,,,,
1208236801,[Scanner Discovery] discards double-quotes of macro definition,1208251044,[Scanner Discovery] macro definitions are not updated,227108,,,,,,
1187258699,Autocompletion of variables as macro argument does not work,1208764937,[Content Assist] does not work within macro arguments,200208,,,,,,
1188151980,Parser gets confused by templates even without index,1209307894,Parser gets confused by templates without index,201204,,,,,,
1209714022,Hardware debugging UI improvements,1209714243,Hardware debugging UI improvements to launch configurations,229946,1209730112,GDB Hardware debugging UI improvements to launch configurations,1209730618,"""GDB Hardware Debugging"" launch config improvements",,
1210058327,Unhandled Event Loop Exception when performing auto-complete,1210129172,[Content Assist] infinite loop for completion in c-initializer clause,230389,,,,,,
1210676145,CVisitor.getExpressionType broken?,1210728960,CVisitor.getExpressionType for binary operators on basic types,231859,1255068093,Arithmetic conversions for unary and binary operators on basic types,,,,
1210755649,Rename Refactoring Preconditions Doesn't Check Macros,1210756384,[Refactoring] Rename local variable doesn't check macros,232091,,,,,,
1211273422,automatic doxygen tags also for declarations,1211273609,[doctoolsautomatic doxygen tags also for declarations,232988,1211273972,[doctools] automatic doxygen tags also for declarations,,,,
1211292226,Debugger incorrectly propagates exit code for remove processes,1211292943,Debugger incorrectly propagates exit code for remote processes,233058,,,,,,
1210344642,[LR parser] issues with trial/undo parser driver,1211459109,[LR parser] performance issues with LPG backtracking parser,231381,,,,,,
1211632904,Indexer lookup fails in template method,1211789483,[Navigation] Bad handling of unknown bindings in tmpl decls,233822,,,,,,
1200893078,Boost::ublas warnings incorrectly parsed as errors,1211953093,Compiler warnings incorrectly parsed as errors,215969,,,,,,
1212040441,Team shared index export crashes sporadically,1212041613,[Index] Clearing file can corrupt index database,234591,,,,,,
1212153498,TVT34:TCT657: JA: Truncation on C++ project panel,1212158836,TVT34:TCT657: JA: Truncation on XLC project wizard panel,234921,,,,,,
1212151709,C++ check box does not start an event,1212370351,"[formatter] Option ""after comma in declarator list"" has no effect",234915,,,,,,
1212379882,Indexer does not work for some defines,1212388714,[Source Hover] doesn't work for macro bodies,235086,,,,,,
1214218860,[Parser/AST] Insufficient information surrounding parent node,1214283122,[Parser/AST] Insufficient information in problem nodes,238151,,,,,,
1214792348,CDT Editor got blocked for the indexing when source be modified,1214792481,CDT Editor got blocked for the indexing not available to respond to use action,238940,1214801363,CDT Editor got blocked for the indexing not available to respond to user action,1214807039,CDT Editor got blocked not available to respond to user action  for the indexing,,
1182575700,"g++ bad error reporting into CDT ""Problems"" window",1215090694,"g++ bad error reporting into CDT ""Problems"" window (instantiated from)",194087,,,,,,
1215079329,Exported Team Shared Index contains the project name in the resource names,1215419500,Index database contains the project name in the resource names,239472,,,,,,
1215485046,Navigation works but not the call hierarchy,1215485114,Navigation works but not the call hierarchy - problem with the indexer understanding typedefs,239931,1215493701,[Parser] missing array to pointer conversion for typedefs,,,,
1215939039,"Bug on tempate method ""Call Hierarchy""",1215999965,[Index] missing method-impls in PDOMCPPClassSpecialization,240599,,,,,,
1215933063,Misc. feature requests for C++ templates in CDT,1216026482,[ for C++ templates in CDT,240589,1216027838,[Call Hierarchy] add proper support for templates,,,,
1216043857,CModule.areSymbolsLoaded() should give precendence to ICDISharedLibrary,1216046235,CModule.areSymbolsLoaded() should give precedence to ICDISharedLibrary,240719,,,,,,
1215861650,I have problem with code formatter.,1216280602,[formatter] Improve handling of parsing problems in conditional expressions,240564,,,,,,
1216885440,Wrong operatoion in Code Style Formatter,1216956685,[formatter] Missing space in const parameter declaration,241967,,,,,,
1216818257,Search fails to find structure fields after index rebuild,1216971702,"If include search path is not specified, search fails to find fields",241865,,,,,,
1217214165,syntax error for the pointer by class-scope referer such 'class-type::*' on the casting operation,1217223599,[Parser] syntax error parsing typeid for pointers to member,242197,,,,,,
1216702227,[AST] unify implementation of scopes for ast and index,1217295901,[AST] create unique instances and specializations,241641,,,,,,
1216644517,Valid code mistaken by parser/indexer as a syntax error,1217296982,[Parser] no support for __builtin_types_compatible_p,241570,,,,,,
